task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
60	0d/f5176a	3606318	NFCORE_METATDENOVO:METATDENOVO:PROKKA_SUBSETS:PROKKA (megahit_assembly.contigs.2)	COMPLETED	0	2023-10-10 09:15:25.092	2m 26s	2m 25s	1072.0%	2.2 GB	34.7 GB	224.4 GB	372.8 MB
64	41/a64839	3627811	NFCORE_METATDENOVO:METATDENOVO:PROKKA_SUBSETS:PROKKA (megahit_assembly.contigs.3)	COMPLETED	0	2023-10-10 09:17:50.707	2m 26s	2m 24s	1058.9%	2.3 GB	5 GB	224.2 GB	368.8 MB
67	14/a93ec7	3649278	NFCORE_METATDENOVO:METATDENOVO:PROKKA_SUBSETS:PROKKA (megahit_assembly.contigs.4)	COMPLETED	0	2023-10-10 09:20:16.235	2m 17s	2m 16s	1070.6%	2.3 GB	35 GB	213 GB	357.2 MB
93	7b/d11631	3670137	NFCORE_METATDENOVO:METATDENOVO:PROKKA_SUBSETS:FAA_CAT (megahit.prokka)	COMPLETED	0	2023-10-10 09:22:33.572	2s	1s	196.3%	6.3 MB	241.7 MB	17.4 MB	13.3 MB
94	33/071940	3670156	NFCORE_METATDENOVO:METATDENOVO:PROKKA_SUBSETS:FFN_CAT (megahit.prokka)	COMPLETED	0	2023-10-10 09:22:33.580	4.1s	1s	201.4%	6.3 MB	241.7 MB	46.4 MB	30.4 MB
92	11/eaf334	3670142	NFCORE_METATDENOVO:METATDENOVO:PROKKA_SUBSETS:GFF_CAT (megahit.prokka)	COMPLETED	0	2023-10-10 09:22:33.576	5.8s	3s	203.3%	6.4 MB	241.7 MB	100.8 MB	64.5 MB
99	2b/277eff	3673143	NFCORE_METATDENOVO:METATDENOVO:UNPIGZ_GFF (prokka.gff.gz)	COMPLETED	0	2023-10-10 09:22:40.405	3s	0ms	160.4%	3.7 MB	44.6 MB	14.2 MB	50.4 MB
96	06/7ef86a	3671027	NFCORE_METATDENOVO:METATDENOVO:KOFAMSCAN:KOFAMSCAN_SCAN (megahit.prokka)	COMPLETED	0	2023-10-10 09:22:35.633	30m 21s	30m 18s	548.2%	493.7 MB	1.3 GB	221.7 GB	4.2 GB
98	41/b705b4	3792970	NFCORE_METATDENOVO:METATDENOVO:PROKKA_SUBSETS:PROKKAGFF2TSV (megahit.prokka)	COMPLETED	0	2023-10-10 09:52:56.551	9s	6.5s	105.3%	323 MB	4.3 GB	78.2 MB	59.6 MB
106	ed/2de437	3796048	NFCORE_METATDENOVO:METATDENOVO:FEATURECOUNTS_CDS (KA1)	COMPLETED	0	2023-10-10 09:53:05.602	4.5s	2s	299.9%	163.1 MB	833.5 MB	458.4 MB	26.9 MB
105	6b/56cf12	3796434	NFCORE_METATDENOVO:METATDENOVO:FEATURECOUNTS_CDS (KA2)	COMPLETED	0	2023-10-10 09:53:10.067	4.5s	2s	380.6%	181.8 MB	833.5 MB	652.7 MB	43.4 MB
101	4b/e12233	3796797	NFCORE_METATDENOVO:METATDENOVO:FEATURECOUNTS_CDS (NA2)	COMPLETED	0	2023-10-10 09:53:14.602	30.3s	26s	248.9%	680.4 MB	1.2 GB	5.1 GB	3 GB
103	83/2bf2d4	3798288	NFCORE_METATDENOVO:METATDENOVO:FEATURECOUNTS_CDS (NA1)	COMPLETED	0	2023-10-10 09:53:44.947	11.1s	5s	434.7%	207.6 MB	833.5 MB	1.1 GB	61.4 MB
102	a4/f76d5b	3798998	NFCORE_METATDENOVO:METATDENOVO:FEATURECOUNTS_CDS (KB2)	COMPLETED	0	2023-10-10 09:53:56.092	10.4s	5s	431.1%	182.4 MB	833.5 MB	955 MB	42.9 MB
100	01/ea324d	3799741	NFCORE_METATDENOVO:METATDENOVO:FEATURECOUNTS_CDS (NB2)	COMPLETED	0	2023-10-10 09:54:06.515	11.7s	6s	459.9%	248.1 MB	833.5 MB	1.3 GB	102.6 MB
107	62/1bd5a4	3800542	NFCORE_METATDENOVO:METATDENOVO:FEATURECOUNTS_CDS (KB1)	COMPLETED	0	2023-10-10 09:54:18.184	11.6s	7s	441.0%	256.6 MB	833.5 MB	1.2 GB	99.9 MB
104	28/ef7cf6	3801292	NFCORE_METATDENOVO:METATDENOVO:FEATURECOUNTS_CDS (NB1)	COMPLETED	0	2023-10-10 09:54:29.839	7.5s	5s	456.6%	231.1 MB	833.5 MB	1 GB	85.5 MB
